,plant,country,region,customer,date,carbuilds
406,Yenikoy,Turkey,Europe,Ford,jan 2010,0
407,Zaaroura,Algeria,Middle East/Africa,,jan 2010,0
408,Zakarpattya,Ukraine,Europe,Volkswagen,jan 2010,302
409,Zaporozhye,Ukraine,Europe,AvtoZAZ,jan 2010,0
410,Zaporozhye,Ukraine,Europe,AvtoZAZ,jan 2010,0
411,Zaporozhye,Ukraine,Europe,AvtoZAZ,jan 2010,0
412,Zaporozhye,Ukraine,Europe,AvtoZAZ,jan 2010,0
413,Zaragoza,Spain,Europe,PSA,jan 2010,22133
414,Zaragoza,Spain,Europe,PSA,jan 2010,10827
415,Zaragoza,Spain,Europe,PSA,jan 2010,0
416,Zeran-FSO,Poland,Europe,General Motors,jan 2010,0
417,Zilina,Slovakia,Europe,Hyundai,jan 2010,11444
418,Zuffenhausen,Germany,Europe,Volkswagen,jan 2010,1598
419,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,feb 2010,200
420,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,feb 2010,0
421,10th of Ramadan City,Egypt,Middle East/Africa,FAW,feb 2010,0
422,10th of Ramadan City,Egypt,Middle East/Africa,Al Amal,feb 2010,0
423,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,feb 2010,213
424,6th of October City,Egypt,Middle East/Africa,FAW,feb 2010,0
425,6th of October City,Egypt,Middle East/Africa,General Motors,feb 2010,1687
426,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,feb 2010,0
427,6th of October City,Egypt,Middle East/Africa,General Motors,feb 2010,1559
428,6th of October City,Egypt,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,913
429,6th of October City,Egypt,Middle East/Africa,Egyptian German Automotive,feb 2010,0
430,6th of October City,Egypt,Middle East/Africa,General Motors,feb 2010,173
431,6th of October City,Egypt,Middle East/Africa,Suzuki,feb 2010,369
432,Aachen,Germany,Europe,e.GO,feb 2010,0
433,Aachen,Germany,Europe,StreetScooter,feb 2010,0
434,Aachen,Germany,Europe,e.GO,feb 2010,0
435,Ain Bouchekif,Algeria,Middle East/Africa,Daimler,feb 2010,0
436,Antwerp,Belgium,Europe,General Motors,feb 2010,6813
437,Argun,Russia,Europe,AvtoVAZ,feb 2010,22
438,Arifye,Turkey,Europe,Otokar,feb 2010,56
439,Arifye,Turkey,Europe,Otokar,feb 2010,121
440,Asaka,Uzbekistan,Europe,,feb 2010,15810
441,Asaka,Uzbekistan,Europe,,feb 2010,1900
442,Aulnay,France,Europe,PSA,feb 2010,18109
443,AutoFramos,Russia,Europe,Renault-Nissan-Mitsubishi,feb 2010,6883
444,Avila,Spain,Europe,Renault-Nissan-Mitsubishi,feb 2010,1030
445,Bahovitsa,Bulgaria,Europe,Great Wall,feb 2010,0
446,Bairo Canavese,Italy,Europe,Pininfarina,feb 2010,0
447,Bairo Canavese,Italy,Europe,Pininfarina,feb 2010,127
448,Bairo Canavese,Italy,Europe,Pininfarina,feb 2010,600
449,Bam,Iran,Middle East/Africa,Geely,feb 2010,0
450,Bam,Iran,Middle East/Africa,Geely,feb 2010,0
451,Bam,Iran,Middle East/Africa,Geely,feb 2010,1
452,Bam (IKCO Diesel),Iran,Middle East/Africa,Iran Khodro,feb 2010,269
453,Barcelona,Spain,Europe,Renault-Nissan-Mitsubishi,feb 2010,5955
454,Batilly,France,Europe,Renault-Nissan-Mitsubishi,feb 2010,5224
455,Batna (BAIC),Algeria,Middle East/Africa,BAIC,feb 2010,0
456,Batna (Kia),Algeria,Middle East/Africa,,feb 2010,0
457,Benoni,South Africa,Middle East/Africa,Hyundai,feb 2010,0
458,Birmingham,United Kingdom,Europe,SAIC,feb 2010,0
459,Bochum,Germany,Europe,General Motors,feb 2010,7310
460,Boellinger Hoefe,Germany,Europe,Volkswagen,feb 2010,0
461,Borisov,Belarus,Europe,Geely,feb 2010,0
462,Born,Netherlands,Europe,BMW,feb 2010,0
463,Born,Netherlands,Europe,Renault-Nissan-Mitsubishi,feb 2010,3610
464,Bouira,Algeria,Middle East/Africa,CNH Industrial,feb 2010,0
465,Bratislava,Slovakia,Europe,Volkswagen,feb 2010,10797
466,Bratislava #2,Slovakia,Europe,Volkswagen,feb 2010,0
467,Bremach,Italy,Europe,Bremach,feb 2010,3
468,Bremen #1,Germany,Europe,Daimler,feb 2010,19046
469,Bremen #2,Germany,Europe,Daimler,feb 2010,645
470,Brixworth,United Kingdom,Europe,Daimler,feb 2010,0
471,Brussels,Belgium,Europe,Volkswagen,feb 2010,3503
472,Burnaston,United Kingdom,Europe,Toyota,feb 2010,12067
473,Bursa (Oyak),Turkey,Europe,Renault-Nissan-Mitsubishi,feb 2010,26513
474,Bursa (Tubitak),Turkey,Europe,TUBITAK,feb 2010,0
475,Bursa-Karsan,Turkey,Europe,Karsan,feb 2010,0
476,Bursa-Karsan,Turkey,Europe,Karsan,feb 2010,0
477,Bursa-Karsan,Turkey,Europe,Karsan,feb 2010,1808
478,Bursa-Tofas,Turkey,Europe,FCA,feb 2010,24518
479,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,feb 2010,120
480,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,feb 2010,22
481,Cairo,Egypt,Middle East/Africa,Chery,feb 2010,1377
482,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,feb 2010,0
483,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,feb 2010,83
484,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,feb 2010,0
485,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,feb 2010,0
486,Cairo,Egypt,Middle East/Africa,Ghabbour Auto,feb 2010,1611
487,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,feb 2010,0
488,Cairo,Egypt,Middle East/Africa,Bavarian Auto Group,feb 2010,65
489,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,feb 2010,23
490,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,feb 2010,0
491,Cairo,Egypt,Middle East/Africa,Arab American Vehicles,feb 2010,64
492,Casablanca,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,101
493,Casablanca,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,3932
494,Cassino,Italy,Europe,FCA,feb 2010,7191
495,Cassino,Italy,Europe,FCA,feb 2010,8
496,Castle Bromwich,United Kingdom,Europe,Tata,feb 2010,4680
497,Cayirova,Turkey,Europe,Isuzu,feb 2010,0
498,Cayirova,Turkey,Europe,Isuzu,feb 2010,0
499,Cherkask,Ukraine,Europe,Bogdan,feb 2010,1602
500,Cherkask,Ukraine,Europe,Bogdan,feb 2010,0
501,Cherkask,Ukraine,Europe,Bogdan,feb 2010,939
502,Cherkask,Ukraine,Europe,Bogdan,feb 2010,11
503,Cherkask,Ukraine,Europe,Bogdan,feb 2010,0
504,Cherkessk,Russia,Europe,Derways,feb 2010,0
505,Cherkessk,Russia,Europe,Derways,feb 2010,0
506,Cherkessk,Russia,Europe,Derways,feb 2010,0
507,Cherkessk,Russia,Europe,Derways,feb 2010,0
508,Cherkessk,Russia,Europe,Derways,feb 2010,0
509,Cherkessk,Russia,Europe,Derways,feb 2010,0
510,Cherkessk,Russia,Europe,Derways,feb 2010,0
511,Cherkessk,Russia,Europe,Derways,feb 2010,0
512,Cherkessk,Russia,Europe,Derways,feb 2010,0
513,Cherkessk,Russia,Europe,Derways,feb 2010,0
514,Cologne,Germany,Europe,Ford,feb 2010,35528
515,Coventry,United Kingdom,Europe,Multimatic,feb 2010,0
516,Coventry,United Kingdom,Europe,Geely,feb 2010,191
517,Craiova,Romania,Europe,Ford,feb 2010,221
518,Crewe,United Kingdom,Europe,Volkswagen,feb 2010,350
519,Dartford,United Kingdom,Europe,Caterham,feb 2010,51
520,Dieppe,France,Europe,Renault-Nissan-Mitsubishi,feb 2010,0
521,Dieppe,France,Europe,Renault-Nissan-Mitsubishi,feb 2010,436
522,Dingolfing,Germany,Europe,BMW,feb 2010,12699
523,Douai,France,Europe,Renault-Nissan-Mitsubishi,feb 2010,16545
524,Dresden,Germany,Europe,Volkswagen,feb 2010,493
525,Dueren,Germany,Europe,StreetScooter,feb 2010,0
526,Dusseldorf,Germany,Europe,Daimler,feb 2010,8778
527,East London,South Africa,Middle East/Africa,Daimler,feb 2010,4413
528,East London,South Africa,Middle East/Africa,Daimler,feb 2010,194
529,Ebbw Vale,United Kingdom,Europe,TVR,feb 2010,0
530,Eisenach,Germany,Europe,,feb 2010,11190
531,Eisenach,Germany,Europe,,feb 2010,0
532,Ellesmere Port,United Kingdom,Europe,PSA,feb 2010,8299
533,Ellesmere Port,United Kingdom,Europe,PSA,feb 2010,0
534,Emden,Germany,Europe,Volkswagen,feb 2010,21055
535,Esztergom,Hungary,Europe,Suzuki,feb 2010,12424
536,Fars,Iran,Middle East/Africa,Iran Khodro,feb 2010,0
537,Flins,France,Europe,Renault-Nissan-Mitsubishi,feb 2010,15152
538,Gaydon,United Kingdom,Europe,Aston Martin,feb 2010,239
539,Gaydon,United Kingdom,Europe,Aston Martin,feb 2010,0
540,Gebze,Turkey,Europe,Honda,feb 2010,1620
541,Genk #1,Belgium,Europe,Ford,feb 2010,9035
542,Genk #2,Belgium,Europe,Ford,feb 2010,4006
543,Ghent,Belgium,Europe,Geely,feb 2010,17097
544,Ghent,Belgium,Europe,Geely,feb 2010,0
545,Gliwice,Poland,Europe,PSA,feb 2010,0
546,Gliwice,Poland,Europe,PSA,feb 2010,12174
547,Golpaigan,Iran,Middle East/Africa,Great Wall,feb 2010,0
548,Golpaigan,Iran,Middle East/Africa,Great Wall,feb 2010,0
549,Goodwood,United Kingdom,Europe,BMW,feb 2010,180
550,Graz,Austria,Europe,Magna-Steyr,feb 2010,15
551,Graz,Austria,Europe,Magna-Steyr,feb 2010,399
552,Graz,Austria,Europe,Magna-Steyr,feb 2010,1316
553,Graz,Austria,Europe,Magna-Steyr,feb 2010,421
554,Graz #2,Austria,Europe,Magna-Steyr,feb 2010,2956
555,Graz #2,Austria,Europe,Magna-Steyr,feb 2010,0
556,Grugliasco,Italy,Europe,FCA,feb 2010,0
557,Gyor,Hungary,Europe,Volkswagen,feb 2010,3392
558,Halewood,United Kingdom,Europe,Tata,feb 2010,4844
559,Halewood,United Kingdom,Europe,Tata,feb 2010,0
560,Hambach,France,Europe,Daimler,feb 2010,7724
561,Hannover,Germany,Europe,Volkswagen,feb 2010,11301
562,Hethel,United Kingdom,Europe,Geely,feb 2010,201
563,Illyichevsk,Ukraine,Europe,AvtoZAZ,feb 2010,0
564,Illyichevsk,Ukraine,Europe,AvtoZAZ,feb 2010,223
565,Illyichevsk,Ukraine,Europe,AvtoZAZ,feb 2010,505
566,Ingolstadt #1,Germany,Europe,Volkswagen,feb 2010,25208
567,Ingolstadt #2,Germany,Europe,Volkswagen,feb 2010,23367
568,Isipingo,South Africa,Middle East/Africa,Toyota,feb 2010,9586
569,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,feb 2010,0
570,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,feb 2010,0
571,Izhevsk,Russia,Europe,Renault-Nissan-Mitsubishi,feb 2010,0
572,Izmir,Turkey,Europe,BMC,feb 2010,0
573,Izmit,Turkey,Europe,Hyundai,feb 2010,3500
574,Jizzakh,Uzbekistan,Europe,PSA,feb 2010,0
575,Kaliningrad,Russia,Europe,Avtotor,feb 2010,0
576,Kaliningrad,Russia,Europe,Avtotor,feb 2010,575
577,Kaliningrad,Russia,Europe,BMW,feb 2010,0
578,Kaliningrad,Russia,Europe,Avtotor,feb 2010,0
579,Kaliningrad,Russia,Europe,Avtotor,feb 2010,0
580,Kaliningrad,Russia,Europe,Avtotor,feb 2010,0
581,Kaliningrad,Russia,Europe,Avtotor,feb 2010,2333
582,Kaliningrad,Russia,Europe,Avtotor,feb 2010,3718
583,Kaliningrad,Russia,Europe,Avtotor,feb 2010,0
584,Kaluga,Russia,Europe,PSA,feb 2010,0
585,Kaluga,Russia,Europe,PSA,feb 2010,0
586,Kaluga,Russia,Europe,Volkswagen,feb 2010,7115
587,Kashan,Iran,Middle East/Africa,PSA,feb 2010,0
588,Kashan,Iran,Middle East/Africa,PSA,feb 2010,4100
589,Kecskemet,Hungary,Europe,Daimler,feb 2010,0
590,Kempston Road,South Africa,Middle East/Africa,General Motors,feb 2010,1232
591,Kenitra,Morocco,Middle East/Africa,PSA,feb 2010,0
592,Kerman,Iran,Middle East/Africa,Kerman Khodro,feb 2010,0
593,Kerman,Iran,Middle East/Africa,Kerman Khodro,feb 2010,0
594,Kerman,Iran,Middle East/Africa,Kerman Khodro,feb 2010,0
595,Kerman,Iran,Middle East/Africa,Kerman Khodro,feb 2010,187
596,Kerman,Iran,Middle East/Africa,Kerman Khodro,feb 2010,0
597,Kermanshah,Iran,Middle East/Africa,Iran Khodro,feb 2010,0
598,Khorasan,Iran,Middle East/Africa,Iran Khodro,feb 2010,0
599,Khorasan,Iran,Middle East/Africa,Iran Khodro,feb 2010,0
600,Khorasan,Iran,Middle East/Africa,Iran Khodro,feb 2010,227
601,Khorezm,Uzbekistan,Europe,,feb 2010,0
602,Khorezm,Uzbekistan,Europe,,feb 2010,0
603,Kocaeli-Otosan,Turkey,Europe,Ford,feb 2010,16767
604,Kolin,Czech Republic,Europe,,feb 2010,28038
605,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
606,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
607,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
608,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
609,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
610,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
611,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
612,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
613,Kostanay,Kazakhstan,Europe,AllurGroup,feb 2010,0
614,Kragujevac,Serbia,Europe,FCA,feb 2010,986
615,Kremenchug,Ukraine,Europe,KrASZ,feb 2010,500
616,Kremenchug,Ukraine,Europe,KrASZ,feb 2010,240
617,Kvasiny,Czech Republic,Europe,Volkswagen,feb 2010,10582
618,Leipzig,Germany,Europe,BMW,feb 2010,15682
619,Leipzig,Germany,Europe,Volkswagen,feb 2010,2065
620,Linares,Spain,Europe,Santana,feb 2010,94
621,Lipetsk,Russia,Europe,Great Wall,feb 2010,0
622,Lipetsk,Russia,Europe,Great Wall,feb 2010,0
623,Lipetsk (Lifan),Russia,Europe,Lifan,feb 2010,0
624,Ludwigsfelde,Germany,Europe,Daimler,feb 2010,3051
625,Luton IBC #2,United Kingdom,Europe,,feb 2010,0
626,Luton IBC #2,United Kingdom,Europe,,feb 2010,6401
627,Macchia d'Isernia,Italy,Europe,DR Motor,feb 2010,260
628,Madrid,Spain,Europe,PSA,feb 2010,13964
629,Malvern Link,United Kingdom,Europe,Morgan,feb 2010,53
630,Mangualde,Portugal,Europe,PSA,feb 2010,3314
631,Maranello,Italy,Europe,Ferrari,feb 2010,335
632,Maranello,Italy,Europe,Ferrari,feb 2010,145
633,Martorell,Spain,Europe,Volkswagen,feb 2010,29050
634,Maubeuge,France,Europe,Renault-Nissan-Mitsubishi,feb 2010,12443
635,Mazandaran,Iran,Middle East/Africa,Iran Khodro,feb 2010,0
636,Melfi,Italy,Europe,FCA,feb 2010,17895
637,Mikhaylovsk,Russia,Europe,Derways,feb 2010,0
638,Mirafiori,Italy,Europe,FCA,feb 2010,12098
639,Mlada Boleslav,Czech Republic,Europe,Volkswagen,feb 2010,21118
640,Modena,Italy,Europe,FCA,feb 2010,468
641,Modiran,Iran,Middle East/Africa,Chery,feb 2010,659
642,Molsheim,France,Europe,Volkswagen,feb 2010,2
643,Moscovia,Russia,Europe,Daimler,feb 2010,0
644,Mosel,Germany,Europe,Volkswagen,feb 2010,22717
645,Mulhouse,France,Europe,PSA,feb 2010,28537
646,Munich,Germany,Europe,BMW,feb 2010,14821
647,Naberezhnyie Chelny,Russia,Europe,Ford,feb 2010,179
648,Naberezhnyie Chelny,Russia,Europe,Ford,feb 2010,0
649,Naberezhnyie Chelny,Russia,Europe,Ford,feb 2010,0
650,Neckarsulm #1,Germany,Europe,Volkswagen,feb 2010,17923
651,Neckarsulm #2,Germany,Europe,Volkswagen,feb 2010,204
652,Nitra,Slovakia,Europe,Tata,feb 2010,0
653,Nizhny Novgorod,Russia,Europe,GAZ,feb 2010,0
654,Nizhny Novgorod,Russia,Europe,GAZ,feb 2010,4211
655,Nizhny Novgorod,Russia,Europe,GAZ,feb 2010,0
656,Nizhny Novgorod,Russia,Europe,GAZ,feb 2010,0
657,Novo Mesto,Slovenia,Europe,Renault-Nissan-Mitsubishi,feb 2010,0
658,Novo Mesto,Slovenia,Europe,Renault-Nissan-Mitsubishi,feb 2010,18390
659,Obchak,Belarus,Europe,Unison,feb 2010,0
660,Obchak,Belarus,Europe,Unison,feb 2010,15
661,Obchak,Belarus,Europe,Unison,feb 2010,0
662,Oran,Algeria,Middle East/Africa,,feb 2010,0
663,Osnabruck,Germany,Europe,Volkswagen,feb 2010,0
664,Ostrava,Czech Republic,Europe,Hyundai,feb 2010,12494
665,Oued Tlelat,Algeria,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,0
666,Ouled Haddadj,Algeria,Middle East/Africa,,feb 2010,0
667,Ovar,Portugal,Europe,Toyota,feb 2010,192
668,Oxford,United Kingdom,Europe,BMW,feb 2010,14588
669,Palencia,Spain,Europe,Renault-Nissan-Mitsubishi,feb 2010,23990
670,Pamplona,Spain,Europe,Volkswagen,feb 2010,30193
671,Pitesti-Colibasi,Romania,Europe,Renault-Nissan-Mitsubishi,feb 2010,25535
672,Poissy,France,Europe,PSA,feb 2010,19893
673,Pomigliano,Italy,Europe,FCA,feb 2010,1856
674,Pontedera,Italy,Europe,Piaggio,feb 2010,0
675,Pontedera,Italy,Europe,Piaggio,feb 2010,527
676,Port Elizabeth,South Africa,Middle East/Africa,BAIC,feb 2010,0
677,Port Elizabeth,South Africa,Middle East/Africa,BAIC,feb 2010,0
678,Poznan,Poland,Europe,Volkswagen,feb 2010,12343
679,Prospecton,South Africa,Middle East/Africa,Toyota,feb 2010,0
680,Rastatt,Germany,Europe,Daimler,feb 2010,18052
681,Rayen,Iran,Middle East/Africa,FAW,feb 2010,0
682,Rayen,Iran,Middle East/Africa,FAW,feb 2010,0
683,Rayen,Iran,Middle East/Africa,FAW,feb 2010,340
684,Regensburg,Germany,Europe,BMW,feb 2010,16429
685,Relizane (GICM-Ford),Algeria,Middle East/Africa,Ford,feb 2010,0
686,Relizane (SOVAC-VW),Algeria,Middle East/Africa,Volkswagen,feb 2010,0
687,Rennes,France,Europe,PSA,feb 2010,0
688,Rennes,France,Europe,PSA,feb 2010,8732
689,Rosslyn,South Africa,Middle East/Africa,BMW,feb 2010,2336
690,Rosslyn,South Africa,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,3755
691,Rosslyn,South Africa,Middle East/Africa,Tata,feb 2010,0
692,Russelsheim,Germany,Europe,PSA,feb 2010,11229
693,Saarlouis,Germany,Europe,Ford,feb 2010,31936
694,Saida,Algeria,Middle East/Africa,Suzuki,feb 2010,0
695,Sakarya,Turkey,Europe,Toyota,feb 2010,5879
696,Salafchegan,Iran,Middle East/Africa,Hyundai,feb 2010,0
697,Sandouville,France,Europe,Renault-Nissan-Mitsubishi,feb 2010,4990
698,Sant-Agata,Italy,Europe,Volkswagen,feb 2010,120
699,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,132
700,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,0
701,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,0
702,Saveh,Iran,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,0
703,Semey,Kazakhstan,Europe,SemAZ,feb 2010,0
704,Semnan,Iran,Middle East/Africa,Farda Khodro,feb 2010,0
705,Semnan,Iran,Middle East/Africa,Farda Khodro,feb 2010,0
706,Setubal,Portugal,Europe,Volkswagen,feb 2010,8242
707,Shushary,Russia,Europe,General Motors,feb 2010,974
708,Silverton,South Africa,Middle East/Africa,Ford,feb 2010,1287
709,Silverton,South Africa,Middle East/Africa,Ford,feb 2010,1218
710,Sindelfingen #1,Germany,Europe,Daimler,feb 2010,39022
711,Sindelfingen #2,Germany,Europe,Daimler,feb 2010,192
712,Sochaux,France,Europe,PSA,feb 2010,32962
713,Solihull,United Kingdom,Europe,Tata,feb 2010,10544
714,Southampton,United Kingdom,Europe,Ford,feb 2010,2395
715,Springs,South Africa,Middle East/Africa,BAIC,feb 2010,0
716,St. Athan,United Kingdom,Europe,Aston Martin,feb 2010,0
717,St. Petersburg,Russia,Europe,Hyundai,feb 2010,0
718,St. Petersburg,Russia,Europe,Renault-Nissan-Mitsubishi,feb 2010,1750
719,St. Petersburg,Russia,Europe,Toyota,feb 2010,1165
720,Struandale,South Africa,Middle East/Africa,General Motors,feb 2010,1452
721,Struandale,South Africa,Middle East/Africa,General Motors,feb 2010,0
722,Struandale,South Africa,Middle East/Africa,General Motors,feb 2010,0
723,Sunderland #1,United Kingdom,Europe,Renault-Nissan-Mitsubishi,feb 2010,0
724,Sunderland #1,United Kingdom,Europe,Renault-Nissan-Mitsubishi,feb 2010,9903
725,Sunderland #2,United Kingdom,Europe,Renault-Nissan-Mitsubishi,feb 2010,19703
726,Suzzara,Italy,Europe,CNH Industrial,feb 2010,2315
727,Swindon,United Kingdom,Europe,Honda,feb 2010,11919
728,Tabriz (IKCO),Iran,Middle East/Africa,Iran Khodro,feb 2010,6617
729,Tabriz (IKCO),Iran,Middle East/Africa,Iran Khodro,feb 2010,0
730,Tabriz (SAIPA),Iran,Middle East/Africa,SAIPA,feb 2010,0
731,Tafraoui,Algeria,Middle East/Africa,PSA,feb 2010,0
732,Taganrog,Russia,Europe,TagAZ,feb 2010,0
733,Taganrog,Russia,Europe,TagAZ,feb 2010,0
734,Taganrog,Russia,Europe,TagAZ,feb 2010,78
735,Taganrog,Russia,Europe,TagAZ,feb 2010,2
736,Taganrog,Russia,Europe,TagAZ,feb 2010,0
737,Taganrog,Russia,Europe,TagAZ,feb 2010,2018
738,Taganrog,Russia,Europe,TagAZ,feb 2010,0
739,Taganrog,Russia,Europe,TagAZ,feb 2010,451
740,Taganrog,Russia,Europe,TagAZ,feb 2010,0
741,Tangier,Morocco,Middle East/Africa,Renault-Nissan-Mitsubishi,feb 2010,0
742,Tashkent,Uzbekistan,Europe,General Motors,feb 2010,450
743,Tehran,Iran,Middle East/Africa,Morattab,feb 2010,0
744,Tehran,Iran,Middle East/Africa,Sollers,feb 2010,0
745,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,feb 2010,0
746,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,feb 2010,0
747,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,feb 2010,651
748,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,feb 2010,0
749,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,feb 2010,0
750,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,feb 2010,2837
751,Tehran (Bahman),Iran,Middle East/Africa,Bahman Group,feb 2010,118
752,Tehran (IKCO Diesel),Iran,Middle East/Africa,Iran Khodro,feb 2010,0
753,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,feb 2010,0
754,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,feb 2010,12493
755,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,feb 2010,52337
756,Tehran (IKCO),Iran,Middle East/Africa,Iran Khodro,feb 2010,882
757,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,feb 2010,0
758,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,feb 2010,17729
759,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,feb 2010,2740
760,Tehran (Pars Khodro),Iran,Middle East/Africa,SAIPA,feb 2010,3600
761,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,feb 2010,0
762,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,feb 2010,0
763,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,feb 2010,30
764,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,feb 2010,14989
765,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,feb 2010,763
766,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,feb 2010,7800
767,Tehran (SAIPA),Iran,Middle East/Africa,SAIPA,feb 2010,0
768,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,feb 2010,44
769,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,feb 2010,0
770,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,feb 2010,0
771,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,feb 2010,89
772,Tehran (Zamyad),Iran,Middle East/Africa,SAIPA,feb 2010,3744
773,Termini Imerese,Italy,Europe,FCA,feb 2010,4623
774,Togliatti,Russia,Europe,General Motors,feb 2010,2636
775,Togliatti,Russia,Europe,Renault-Nissan-Mitsubishi,feb 2010,24795
776,Togliatti,Russia,Europe,Renault-Nissan-Mitsubishi,feb 2010,0
777,Toos,Iran,Middle East/Africa,Chery,feb 2010,0
778,Torslanda,Sweden,Europe,Geely,feb 2010,10547
779,Torslanda,Sweden,Europe,Geely,feb 2010,0
780,Tramagal,Portugal,Europe,Daimler,feb 2010,241
781,Trnava,Slovakia,Europe,PSA,feb 2010,19391
782,Trollhattan,Sweden,Europe,NEVS,feb 2010,0
783,Trollhattan,Sweden,Europe,Saab Spyker,feb 2010,0
784,Tychy,Poland,Europe,FCA,feb 2010,53346
785,Uddevalla-Pinin,Sweden,Europe,Pininfarina,feb 2010,961
786,Uitenhage,South Africa,Middle East/Africa,Volkswagen,feb 2010,7415
787,Ulyanovsk,Russia,Europe,Sollers,feb 2010,0
788,Ulyanovsk,Russia,Europe,Sollers,feb 2010,1014
789,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,feb 2010,42
790,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,feb 2010,17
791,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,feb 2010,0
792,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,feb 2010,0
793,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,feb 2010,0
794,Ust-Kamenogorsk,Kazakhstan,Europe,Asia Avto,feb 2010,0
795,Uusikaupunki,Finland,Europe,Valmet,feb 2010,0
796,Uusikaupunki,Finland,Europe,Valmet,feb 2010,0
797,Uusikaupunki,Finland,Europe,Valmet,feb 2010,18
798,Uusikaupunki,Finland,Europe,Valmet,feb 2010,403
799,Uzlovaya,Russia,Europe,Great Wall,feb 2010,0
800,Val di Sangro,Italy,Europe,FCA,feb 2010,11026
801,Valencia #1,Spain,Europe,Ford,feb 2010,17899
802,Valencia #2,Spain,Europe,Ford,feb 2010,9394
803,Valenciennes,France,Europe,PSA,feb 2010,8191
804,Valenciennes-Onnaing,France,Europe,Toyota,feb 2010,18345
805,Valladolid,Spain,Europe,CNH Industrial,feb 2010,1076
806,Valladolid,Spain,Europe,Renault-Nissan-Mitsubishi,feb 2010,9951
807,Vendas Novas,Portugal,Europe,Isuzu,feb 2010,48
808,Vigo,Spain,Europe,PSA,feb 2010,39681
809,Vitoria,Spain,Europe,Daimler,feb 2010,6170
